COUNTY,CITY,cross_name,cross_x,cross_y,street1,street2,NUMBER_KILLED_last5,NUMBER_INJURED_last5,COUNT_PED_KILLED_last5,COUNT_PED_INJURED_last5,COUNT_BICYCLIST_KILLED_last5,COUNT_BICYCLIST_INJURED_last5,NUMBER_KILLED_last10,NUMBER_INJURED_last10,COUNT_PED_KILLED_last10,COUNT_PED_INJURED_last10,COUNT_BICYCLIST_KILLED_last10,COUNT_BICYCLIST_INJURED_last10
LOS ANGELES,LOS ANGELES,NORDHOFF ST/TOBIAS AV,-118.45169145793359,34.235417120230466,NORDHOFF ST,TOBIAS AV,2.0,14.0,2.0,1.0,0.0,0.0,2.0,22.0,2.0,3.0,0.0,1.0
LOS ANGELES,LOS ANGELES,DEVONSHIRE ST/RESEDA BL,-118.53609619102798,34.25725887582032,DEVONSHIRE ST,RESEDA BL,2.0,12.0,0.0,2.0,0.0,0.0,2.0,68.0,0.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,NATIONAL BL/SEPULVEDA BL,-118.42866188718635,34.02735653240694,NATIONAL BL,SEPULVEDA BL,2.0,10.0,1.0,0.0,0.0,1.0,2.0,30.0,1.0,1.0,0.0,1.0
LOS ANGELES,LOS ANGELES,68TH ST/NORMANDIE AV,-118.30027007792481,33.97779886393555,68TH ST,NORMANDIE AV,2.0,8.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0
LOS ANGELES,LOS ANGELES,MANCHESTER AV/S BROADWAY,-118.27828146035158,33.96007948874349,MANCHESTER AV,S BROADWAY,2.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0
LOS ANGELES,LOS ANGELES,S FIGUEROA ST/W CENTURY BL,-118.28264999389648,33.94554138183594,S FIGUEROA ST,W CENTURY BL,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,117TH ST/MAIN ST,-118.27390013,33.92740011,117TH ST,MAIN ST,2.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,FOOTHILL BL/NEWHOME AV,-118.32245635986328,34.25975036621094,FOOTHILL BL,NEWHOME AV,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,S BROADWAY/W 37TH ST,-118.27593994140624,34.0157585144043,S BROADWAY,W 37TH ST,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,FOOTHILL BL/VALMONT ST,-118.29472211844532,34.25233049601758,FOOTHILL BL,VALMONT ST,2.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0
LOS ANGELES,LOS ANGELES,WENTWORTH ST/WHEATLAND AV,-118.35418856585937,34.265930142890625,WENTWORTH ST,WHEATLAND AV,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,ARTESIA BL/S VERMONT AV,-118.29093170166016,33.87287139892578,ARTESIA BL,S VERMONT AV,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,7TH ST/BOYLE ST,-118.21958950226563,34.033438505921225,7TH ST,BOYLE ST,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,BURBANK BL/HJELTE SPORT CENTER PRIVATE ROAD,-118.48624,34.168227,BURBANK BL,HJELTE SPORT CENTER PRIVATE ROAD,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,CROCKER ST/E VERNON AV,-118.26873016357422,34.003860473632805,CROCKER ST,E VERNON AV,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
LOS ANGELES,LOS ANGELES,66TH PL/CRENSHAW BL,-118.33092113500001,33.978717495,66TH PL,CRENSHAW BL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,POLLARD ST/SAN PASCUAL AV,-118.17314910888672,34.117679595947266,POLLARD ST,SAN PASCUAL AV,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,BEVERLY BL/N IRVING BL,,,BEVERLY BL,N IRVING BL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,62ND ST/SAINT ANDREWS PL,,,62ND ST,SAINT ANDREWS PL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,OBAMA BL/S LA CIENEGA BL,-118.3723602294922,34.02170181274414,OBAMA BL,S LA CIENEGA BL,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,EAGLE ROCK BL/W AVE 35,-118.2361297607422,34.114891052246094,EAGLE ROCK BL,W AVE 35,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,VAN NUYS BL/VANOWEN ST,-118.4487376020687,34.19391233525871,VAN NUYS BL,VANOWEN ST,1.0,61.0,0.0,5.0,0.0,4.0,1.0,113.0,0.0,8.0,0.0,8.0
LOS ANGELES,LOS ANGELES,DE SOTO AV/VANOWEN ST,-118.58842262144464,34.19378837621666,DE SOTO AV,VANOWEN ST,1.0,47.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,5.0,0.0,0.0
LOS ANGELES,LOS ANGELES,BALBOA BL/SHERMAN WY,-118.50113367813009,34.201228776725785,BALBOA BL,SHERMAN WY,1.0,47.0,0.0,2.0,0.0,1.0,1.0,101.0,0.0,3.0,0.0,2.0
LOS ANGELES,LOS ANGELES,MANCHESTER AV/VERMONT AV,-118.29177679398879,33.96002063411298,MANCHESTER AV,VERMONT AV,1.0,46.0,1.0,2.0,0.0,4.0,2.0,96.0,1.0,9.0,0.0,7.0
LOS ANGELES,LOS ANGELES,TERRA BELLA ST/WOODMAN AV,-118.443527486875,34.23992442097567,TERRA BELLA ST,WOODMAN AV,1.0,46.0,1.0,2.0,0.0,1.0,1.0,90.0,1.0,2.0,0.0,2.0
LOS ANGELES,LOS ANGELES,CORBIN AV/NORDHOFF ST,-118.56230587410005,34.23547913240273,CORBIN AV,NORDHOFF ST,1.0,45.0,0.0,2.0,0.0,0.0,1.0,95.0,0.0,3.0,0.0,0.0
LOS ANGELES,LOS ANGELES,BALBOA BL/LASSEN ST,-118.50239454979696,34.25026820900859,BALBOA BL,LASSEN ST,1.0,43.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,1.0,0.0,1.0
LOS ANGELES,LOS ANGELES,SEPULVEDA BL/VICTORY BL,-118.46617376074421,34.18665649262119,SEPULVEDA BL,VICTORY BL,1.0,40.0,0.0,0.0,0.0,1.0,1.0,71.0,0.0,2.0,0.0,2.0
LOS ANGELES,LOS ANGELES,AVALON BL/MANCHESTER AV,-118.26512400359668,33.96013182018368,AVALON BL,MANCHESTER AV,1.0,39.0,1.0,4.0,0.0,1.0,1.0,80.0,1.0,11.0,0.0,3.0
LOS ANGELES,LOS ANGELES,FLORENCE AV/MAIN ST,-118.27394166590302,33.97468054143785,FLORENCE AV,MAIN ST,1.0,39.0,0.0,4.0,0.0,2.0,1.0,69.0,0.0,7.0,0.0,4.0
LOS ANGELES,LOS ANGELES,CHATSWORTH ST/TAMPA AV,-118.55528489266067,34.26625675612102,CHATSWORTH ST,TAMPA AV,1.0,39.0,0.0,0.0,0.0,0.0,2.0,86.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,MANCHESTER AV/WESTERN AV,-118.30901319282518,33.959969781602545,MANCHESTER AV,WESTERN AV,1.0,38.0,0.0,3.0,0.0,1.0,1.0,68.0,0.0,6.0,0.0,1.0
LOS ANGELES,LOS ANGELES,PARTHENIA ST/WINNETKA AV,-118.5710572656466,34.2282167364023,PARTHENIA ST,WINNETKA AV,1.0,37.0,0.0,1.0,0.0,2.0,1.0,74.0,0.0,3.0,0.0,2.0
LOS ANGELES,LOS ANGELES,ROSCOE BL/WILLIS AV,-118.45532229638671,34.22148322302734,ROSCOE BL,WILLIS AV,1.0,36.0,0.0,2.0,0.0,0.0,1.0,64.0,0.0,6.0,0.0,0.0
LOS ANGELES,LOS ANGELES,HOOVER ST/MANCHESTER AV,-118.28705241217028,33.96004888171619,HOOVER ST,MANCHESTER AV,1.0,33.0,0.0,2.0,0.0,2.0,1.0,72.0,0.0,4.0,0.0,5.0
LOS ANGELES,LOS ANGELES,VANOWEN ST/WOODLEY AV,-118.48365792743954,34.193907378467735,VANOWEN ST,WOODLEY AV,1.0,32.0,0.0,4.0,0.0,1.0,1.0,65.0,0.0,5.0,0.0,3.0
LOS ANGELES,LOS ANGELES,COMPTON AV/IMPERIAL HWY,-118.2462792461875,33.92948609162585,COMPTON AV,IMPERIAL HWY,1.0,31.0,1.0,0.0,0.0,1.0,1.0,79.0,1.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,HASKELL AV/PARTHENIA ST,-118.47639917611458,34.228322011390944,HASKELL AV,PARTHENIA ST,1.0,31.0,0.0,2.0,0.0,1.0,3.0,50.0,0.0,3.0,0.0,2.0
LOS ANGELES,LOS ANGELES,ROSCOE BL/VENTURA CANYON AV,-118.4288130348633,34.22166620269505,ROSCOE BL,VENTURA CANYON AV,1.0,30.0,1.0,4.0,0.0,0.0,1.0,75.0,1.0,8.0,0.0,1.0
LOS ANGELES,LOS ANGELES,83RD ST/NORMANDIE AV,-118.30027041060112,33.96365214767831,83RD ST,NORMANDIE AV,1.0,30.0,1.0,5.0,0.0,0.0,2.0,64.0,2.0,6.0,0.0,1.0
LOS ANGELES,LOS ANGELES,CRENSHAW BL/HYDE PARK BL,-118.33088560453962,33.98061922911761,CRENSHAW BL,HYDE PARK BL,1.0,29.0,1.0,5.0,0.0,0.0,1.0,66.0,1.0,11.0,0.0,0.0
LOS ANGELES,LOS ANGELES,HAYVENHURST AV/NORDHOFF ST,-118.49380012667378,34.23569041779356,HAYVENHURST AV,NORDHOFF ST,1.0,29.0,0.0,1.0,0.0,0.0,1.0,64.0,0.0,2.0,0.0,0.0
LOS ANGELES,LOS ANGELES,VERNON AV/WESTERN AV,-118.30893239439554,34.003718717307265,VERNON AV,WESTERN AV,1.0,28.0,0.0,6.0,0.0,0.0,1.0,61.0,0.0,13.0,0.0,2.0
LOS ANGELES,LOS ANGELES,GAGE AV/NORMANDIE AV,-118.30026135981446,33.982349336456295,GAGE AV,NORMANDIE AV,1.0,27.0,0.0,1.0,0.0,0.0,1.0,61.0,0.0,3.0,0.0,0.0
LOS ANGELES,LOS ANGELES,LASSEN ST/WINNETKA AV,-118.57122168421935,34.24998710060104,LASSEN ST,WINNETKA AV,1.0,27.0,0.0,0.0,0.0,0.0,2.0,66.0,0.0,1.0,0.0,1.0
LOS ANGELES,LOS ANGELES,LAUREL CANYON BL/OXNARD ST,-118.3965287088033,34.17941696353738,LAUREL CANYON BL,OXNARD ST,1.0,27.0,0.0,0.0,0.0,1.0,1.0,40.0,0.0,1.0,0.0,3.0
LOS ANGELES,LOS ANGELES,DEVONSHIRE ST/MASON AV,-118.579846363206,34.257258874872186,DEVONSHIRE ST,MASON AV,1.0,27.0,0.0,0.0,0.0,2.0,1.0,60.0,0.0,2.0,0.0,4.0
LOS ANGELES,LOS ANGELES,108TH ST/CENTRAL AV,-118.25420490572115,33.93819033701473,108TH ST,CENTRAL AV,1.0,26.0,1.0,3.0,0.0,1.0,1.0,54.0,1.0,9.0,0.0,3.0
LOS ANGELES,LOS ANGELES,CEDROS AV/NORDHOFF ST,-118.45355245270002,34.23543865831954,CEDROS AV,NORDHOFF ST,1.0,25.0,0.0,2.0,0.0,0.0,1.0,45.0,0.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,ETIWANDA AV/SHERMAN WY,-118.53168121852025,34.20118032644417,ETIWANDA AV,SHERMAN WY,1.0,25.0,1.0,4.0,0.0,1.0,1.0,37.0,1.0,6.0,0.0,1.0
LOS ANGELES,LOS ANGELES,SATICOY ST/WILBUR AV,-118.54478970145597,34.20836464062056,SATICOY ST,WILBUR AV,1.0,24.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,1.0
LOS ANGELES,LOS ANGELES,8TH ST/LORENA ST,-118.20483029631902,34.02158042134896,8TH ST,LORENA ST,1.0,24.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0
LOS ANGELES,LOS ANGELES,VICTORY BL/VINELAND AV,-118.37031973030636,34.186689492981024,VICTORY BL,VINELAND AV,1.0,23.0,1.0,3.0,0.0,0.0,1.0,70.0,1.0,7.0,0.0,6.0
LOS ANGELES,LOS ANGELES,HASKELL AV/PLUMMER ST,-118.47626159029514,34.24284876429326,HASKELL AV,PLUMMER ST,1.0,22.0,1.0,1.0,0.0,0.0,2.0,53.0,1.0,1.0,0.0,1.0
LOS ANGELES,LOS ANGELES,79TH ST/HOOVER ST,-118.28712033179481,33.96782024475123,79TH ST,HOOVER ST,1.0,22.0,0.0,5.0,0.0,0.0,1.0,32.0,0.0,11.0,0.0,0.0
LOS ANGELES,LOS ANGELES,PARTHENIA ST/WOODLEY AV,-118.48514726813069,34.228378511754734,PARTHENIA ST,WOODLEY AV,1.0,22.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,1.0,0.0,1.0
LOS ANGELES,LOS ANGELES,FLORENCE AV/NORMANDIE AV,-118.3003027879406,33.974578718005084,FLORENCE AV,NORMANDIE AV,1.0,21.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,1.0,0.0,2.0
LOS ANGELES,LOS ANGELES,120TH ST/AVALON BL,-118.26523854739702,33.92370976381125,120TH ST,AVALON BL,1.0,21.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,2.0,0.0,2.0
LOS ANGELES,LOS ANGELES,CANOGA AV/ROSCOE BL,-118.59753008035936,34.21980061829922,CANOGA AV,ROSCOE BL,1.0,20.0,0.0,1.0,0.0,0.0,1.0,43.0,0.0,2.0,0.0,0.0
LOS ANGELES,LOS ANGELES,ROSCOE BL/SEPULVEDA BL,-118.46774157449121,34.22139306298876,ROSCOE BL,SEPULVEDA BL,1.0,19.0,0.0,1.0,1.0,3.0,1.0,35.0,0.0,2.0,1.0,5.0
LOS ANGELES,LOS ANGELES,ROSCOE BL/WOODLEY AV,-118.48366982476712,34.221337226687574,ROSCOE BL,WOODLEY AV,1.0,19.0,0.0,1.0,0.0,2.0,2.0,50.0,0.0,1.0,0.0,4.0
LOS ANGELES,LOS ANGELES,FIGUEROA ST/FLORENCE AV,-118.28269438912581,33.974658118433794,FIGUEROA ST,FLORENCE AV,1.0,18.0,1.0,4.0,0.0,0.0,1.0,49.0,1.0,5.0,0.0,2.0
LOS ANGELES,LOS ANGELES,PARTHENIA ST/RESEDA BL,-118.53608957723478,34.22824675751593,PARTHENIA ST,RESEDA BL,1.0,18.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,2.0,0.0,2.0
LOS ANGELES,LOS ANGELES,VENTURA BL/WINNETKA AV,-118.57095442752718,34.17097556822351,VENTURA BL,WINNETKA AV,1.0,18.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,1.0,0.0,0.0
LOS ANGELES,LOS ANGELES,FALLBROOK AV/ROSCOE BL,-118.62349874241887,34.21939058875263,FALLBROOK AV,ROSCOE BL,1.0,18.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,PACIFIC AV/ROSE AV,-118.47862001217449,33.99566860304181,PACIFIC AV,ROSE AV,1.0,17.0,0.0,1.0,1.0,1.0,1.0,52.0,0.0,7.0,1.0,3.0
LOS ANGELES,LOS ANGELES,S HIGHLAND AV/W 3RD ST,-118.33863830566406,34.06890869140625,S HIGHLAND AV,W 3RD ST,1.0,17.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,54TH ST/BROADWAY,-118.27832292727271,33.99330762247647,54TH ST,BROADWAY,1.0,17.0,1.0,3.0,0.0,3.0,1.0,31.0,1.0,6.0,0.0,4.0
LOS ANGELES,LOS ANGELES,NORMANDIE AV/VENICE BL,-118.30088638527053,34.043680237887735,NORMANDIE AV,VENICE BL,1.0,17.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,LA BREA AV/OBAMA BL,-118.35561370849608,34.02153015136719,LA BREA AV,OBAMA BL,1.0,17.0,1.0,4.0,0.0,1.0,1.0,17.0,1.0,4.0,0.0,1.0
LOS ANGELES,LOS ANGELES,BUNDY DR/OCEAN PARK BL,-118.44632384708409,34.02446878889849,BUNDY DR,OCEAN PARK BL,1.0,16.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,1.0,0.0,5.0
LOS ANGELES,LOS ANGELES,ALVARADO ST/OLYMPIC BL,-118.27983739863038,34.05173023527893,ALVARADO ST,OLYMPIC BL,1.0,16.0,0.0,3.0,0.0,1.0,1.0,55.0,0.0,12.0,0.0,4.0
LOS ANGELES,LOS ANGELES,8TH AV/FLORENCE AV,-118.3265167770611,33.9745487322886,8TH AV,FLORENCE AV,1.0,16.0,1.0,2.0,0.0,0.0,1.0,31.0,1.0,4.0,0.0,0.0
LOS ANGELES,LOS ANGELES,S HOOVER ST/W MANCHESTER AV,-118.28706032889228,33.96005031040737,S HOOVER ST,W MANCHESTER AV,1.0,16.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,APPERSON ST/FOOTHILL BL,-118.29949122781348,34.25598341314746,APPERSON ST,FOOTHILL BL,1.0,15.0,1.0,2.0,0.0,0.0,1.0,37.0,1.0,5.0,0.0,1.0
LOS ANGELES,LOS ANGELES,LINCOLN BL/VENICE BL,-118.45286066762499,33.994088265776035,LINCOLN BL,VENICE BL,1.0,15.0,1.0,5.0,0.0,2.0,1.0,26.0,1.0,6.0,0.0,5.0
LOS ANGELES,LOS ANGELES,LA CIENEGA BL/OBAMA BL,-118.3723601147461,34.021700906372075,LA CIENEGA BL,OBAMA BL,1.0,15.0,1.0,2.0,0.0,0.0,1.0,15.0,1.0,2.0,0.0,0.0
LOS ANGELES,LOS ANGELES,E CESAR E CHAVEZ AV/N VIGNES ST,-118.23182678222656,34.056591796875,E CESAR E CHAVEZ AV,N VIGNES ST,1.0,15.0,1.0,3.0,0.0,1.0,1.0,15.0,1.0,3.0,0.0,1.0
LOS ANGELES,LOS ANGELES,3RD ST/FAIRFAX AV,-118.3614377922448,34.07154390833365,3RD ST,FAIRFAX AV,1.0,14.0,0.0,2.0,0.0,0.0,1.0,51.0,0.0,6.0,0.0,0.0
LOS ANGELES,LOS ANGELES,LANGDON AV/NORDHOFF ST,-118.4697828462545,34.23554881490685,LANGDON AV,NORDHOFF ST,1.0,14.0,1.0,4.0,0.0,0.0,1.0,32.0,1.0,9.0,0.0,1.0
LOS ANGELES,LOS ANGELES,CORBIN AV/VENTURA BL,-118.56222973914714,34.172600768743486,CORBIN AV,VENTURA BL,1.0,14.0,0.0,2.0,0.0,0.0,1.0,41.0,0.0,2.0,0.0,2.0
LOS ANGELES,LOS ANGELES,54TH ST/HOOVER ST,-118.28714772842648,33.993250998424344,54TH ST,HOOVER ST,1.0,14.0,0.0,5.0,0.0,0.0,1.0,48.0,0.0,7.0,0.0,1.0
LOS ANGELES,LOS ANGELES,STONEHURST AV/SUNLAND BL,-118.36627978117187,34.2432899742913,STONEHURST AV,SUNLAND BL,1.0,14.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,CENTURY BL/COMPTON AV,-118.24623051961497,33.945745359515904,CENTURY BL,COMPTON AV,1.0,14.0,0.0,1.0,0.0,0.0,1.0,28.0,0.0,4.0,0.0,0.0
LOS ANGELES,LOS ANGELES,RINALDI ST/SEPULVEDA BL,-118.46880118990626,34.27908131379514,RINALDI ST,SEPULVEDA BL,1.0,13.0,0.0,0.0,0.0,1.0,1.0,77.0,0.0,0.0,0.0,2.0
LOS ANGELES,LOS ANGELES,ALVARADO ST/BEVERLY BL,-118.27031976199218,34.06666911365488,ALVARADO ST,BEVERLY BL,1.0,13.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,4.0,0.0,1.0
LOS ANGELES,LOS ANGELES,CRESCENT HEIGHTS BL/MELROSE AV,-118.36591226236206,34.083739565370486,CRESCENT HEIGHTS BL,MELROSE AV,1.0,9.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,1.0,0.0,0.0
LOS ANGELES,LOS ANGELES,NORDHOFF ST/PETIT AV,-118.49821405628091,34.23573162955159,NORDHOFF ST,PETIT AV,1.0,9.0,0.0,2.0,0.0,1.0,2.0,16.0,0.0,2.0,1.0,1.0
LOS ANGELES,LOS ANGELES,ARLINGTON AV/MARTIN LUTHER KING BL,-118.31825079072428,34.010819278634436,ARLINGTON AV,MARTIN LUTHER KING BL,1.0,7.0,1.0,0.0,0.0,1.0,2.0,36.0,1.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,103RD ST/BROADWAY,-118.27839455255207,33.942822134228514,103RD ST,BROADWAY,1.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,52ND ST/FIGUEROA ST,-118.28270866717774,33.99573072187988,52ND ST,FIGUEROA ST,1.0,4.0,1.0,1.0,0.0,1.0,2.0,9.0,2.0,2.0,0.0,1.0
LOS ANGELES,LOS ANGELES,PICO BL/WILTON PL,-118.31449057478908,34.0471801003125,PICO BL,WILTON PL,1.0,3.0,1.0,2.0,0.0,0.0,2.0,7.0,2.0,5.0,0.0,1.0
LOS ANGELES,LOS ANGELES,ODESSA AV/VANOWEN ST,-118.49024104719726,34.193920112749026,ODESSA AV,VANOWEN ST,1.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0
LOS ANGELES,LOS ANGELES,ANAHEIM ST/MCFARLAND AV,-118.25254058837892,33.78050994873047,ANAHEIM ST,MCFARLAND AV,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
LOS ANGELES,LOS ANGELES,BEVERLY BL/HUDSON AV,-118.33338956148437,34.076160300605466,BEVERLY BL,HUDSON AV,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LOS ANGELES,LOS ANGELES,LINDLEY AV/VICTORY BL,-118.52728448455618,34.18661004580503,LINDLEY AV,VICTORY BL,0.0,82.0,0.0,0.0,0.0,1.0,0.0,133.0,0.0,1.0,0.0,3.0
LOS ANGELES,LOS ANGELES,HASKELL AV/NORDHOFF ST,-118.47634303769463,34.235568601816745,HASKELL AV,NORDHOFF ST,0.0,55.0,0.0,1.0,0.0,1.0,0.0,110.0,0.0,8.0,0.0,2.0
LOS ANGELES,LOS ANGELES,MASON AV/ROSCOE BL,-118.57978408999043,34.22008532079783,MASON AV,ROSCOE BL,0.0,55.0,0.0,1.0,0.0,2.0,0.0,103.0,0.0,4.0,0.0,2.0
LOS ANGELES,LOS ANGELES,RESEDA BL/ROSCOE BL,-118.5360800174904,34.220744291801836,RESEDA BL,ROSCOE BL,0.0,54.0,0.0,4.0,0.0,3.0,0.0,119.0,0.0,9.0,0.0,4.0
LOS ANGELES,LOS ANGELES,BALBOA BL/NORDHOFF ST,-118.50251841052479,34.23572644149765,BALBOA BL,NORDHOFF ST,0.0,52.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,2.0,0.0,0.0
